ISO timestamp of the import (UTC),Report date extracted from filename,Region/market from filename,Page URL,Traffic share (%),Number of ranking keywords,Estimated organic traffic,Adwords positions,Positions with commercial intents in top 20,Positions with informational intents in top 20,Positions with navigational intents in top 20,Positions with transactional intents in top 20,Positions with unknown intents in top 20,Traffic with commercial intents in top 20,Traffic with informational intents in top 20,Traffic with navigational intents in top 20,Traffic with transactional intents in top 20,Traffic with unknown intents in top 20,Traffic change
target: n/a,target: n/a,target: n/a,target: n/a,target: n/a,target: n/a,target: n/a,target: n/a,target: n/a,target: n/a,target: n/a,target: n/a,target: n/a,target: n/a,target: n/a,target: n/a,target: n/a,target: n/a,target: n/a
timestamp_iso,report_date,region,url,traffic_pct,keywords,traffic,adwords_positions,positions_commercial_top20,positions_informational_top20,positions_navigational_top20,positions_transactional_top20,positions_unknown_top20,traffic_commercial_top20,traffic_informational_top20,traffic_navigational_top20,traffic_transactional_top20,traffic_unknown_top20,traffic_change
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/celebrate-mothers-day-at-edge-hudson-yards/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/de/news/unique-things-to-do-in-nyc/,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/de/news/winter-activities-in-nyc-with-kids-family-friendly-fun-for-cold-days/,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/iconic-moments-at-edge-the-weeknd-mtv-vmas-performance/,0,19,0,0,0,2,0,2,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/world-photography-day-at-edge/,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/fr/news/experience-nycs-ultimate-summer-nightlife/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/winter-season-in-nyc-cozy-festive-and-full-of-views/,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/news/ten-things-to-do-this-spring-in-new-york/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/fr/holiday-savings-at-edge/,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/fr/things-to-do/eat-drink/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/news/best-fall-outdoor-workouts-in-nyc/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/fr/museum-of-ice-cream-pinkmas/,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/fr/general-admission-ticket-edge/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/pt/news/winter-activities-in-nyc-with-kids-family-friendly-fun-for-cold-days/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/valentines-day-savings-at-edge/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/events/alan-salomon-at-marquee-skydeck/,0,4,0,0,0,1,1,1,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/news/anime-nyc-at-hudson-yards/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/tickets/vessel-admission-tickets/,0,17,0,0,0,0,5,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/fr/general-admission-ticket/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/nyc-comic-weekend-near-javits/,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/fr/black-friday-savings-edge/,0,5,0,0,0,2,0,5,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/lunar-new-year-savings-at-edge/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/de/news/celebrate-cinco-de-mayo-at-edge/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/events/pinkmas-at-edge/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/tickets/dont-tell-comedy/,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/tickets/candlelight-evenings-at-edge-mastercard/,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/de/news/jlo-michael-b-jordan-coach-campaign-edge/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/edge-nyc-new-test/?ref=nycpro.io,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/sitemap/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/de/news/best-places-for-cocktails-with-a-view-in-nyc/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/events/music-of-taylor-swift-for-kids-the-rock-and-roll-playhouse/,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/events/marquee-skydeck-hank-x-ms-mada/,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/lawn-games/,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/things-to-do/eat-drink/,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/pt/get-tickets/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/fr/events/adriatique-live-at-marquee-skydeck-edge-nyc/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/events/marquee-skydeck-cassy/,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/10-things-to-do-in-nyc-for-the-holidays/,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/de/news/sky-high-tennis-at-edge-where-nycs-skyline-meets-match-point/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/de/news/top-indoor-activities-for-a-winter-day-in-nyc/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/edge-nyc-celebrates-5-incredible-years-a-look-back-at-unforgettable-moments/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/news/winter-date-ideas-nyc/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/news/explore-mlk-weekend-in-nyc-history-views/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/events/shine-bright-at-hudson-yards/,0,22,0,0,1,8,0,4,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/pt/news/your-summer-itinerary-at-hudson-yards/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/pt/events/adriatique-live-at-marquee-skydeck-edge-nyc/,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/tri-state-savings-at-edge/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/bogo-edge-tickets-edgeskyline/,0,6,0,0,0,0,1,2,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/events/music-of-the-beatles-for-kids-the-rock-roll-playhouse/,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/pt/faqs/,0,9,0,0,1,6,2,4,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/news/iconic-moments-at-edge-jlo-and-malumas-pa-ti-music-video/,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/news/live-music-events-at-hudson-yards/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/events/marquee-skydeck-josh-baker/,0,5,0,0,1,3,0,1,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/things-to-do/eat-drink/,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/winter-savings-at-edge/,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/city-climb/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/fr/news/iconic-moments-at-edge-jlo-and-malumas-pa-ti-music-video/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/museum-of-ice-cream-pinkmas/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/advance-saver-ticket/,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/news/unique-things-to-do-in-nyc/,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/offers-discounts/?ref=conntrip.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/fr/news/sky-high-yoga/,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/girls-day-out-nyc/,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/news/tiesto-at-edge-hudson-yards/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/events/marquee-skydeck-joezi/,0,27,0,0,0,4,1,1,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/your-summer-itinerary-at-hudson-yards/,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/5-thrill-seeking-experiences-in-nyc/,0,23,0,0,5,6,0,1,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/fr/tickets/vessel-admission-tickets/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/news/hudson-yards-newest-eateries/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/news/experience-summer-at-hudson-yards-your-guide-to-backyard-at-hudson-yards/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/pt/news/veterans-day-in-nyc/,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/see-nyc-sparkle-nightlife-at-hudson-yards/,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/events/pride-shows/,0,16,0,0,1,2,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/news/see-nyc-sparkle-nightlife-at-hudson-yards/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/visit/getting-here/,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://edgenyc.com/en/buy-tickets?SUBPUID=ES_yb_200220_viajeany&cmp=ES_yb_200220_viajeany&data1=ES_yb_200220_viajeany&sid=ES_yb_200220_viajeany&tid1=ES_yb_200220_viajeany,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/pt/news/sky-high-yoga/,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/celebrate-fathers-day-in-style-at-edge-hudson-yards/,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/pt/news/nyc-senior-friendly-itinerary/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/news/www-edgenyc-com-news-thanksgiving-things-to-do-nyc/,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/things-to-do/hudson-yards-luxury-experience/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/fr/garden-of-shadows/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/pt/news/ten-things-to-do-this-spring-in-new-york/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/tickets/vessel-admission-tickets/,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/priority-sunset-admission-ticket/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/events/mastercard-early-access/,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/dua-lipa-at-edge-rolling-stone/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/first-time-in-nyc-itinerary/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/art-lovers-nyc-itinerary/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/flex-admission-ticket/,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/events/lunar-new-year-at-hudson-yards/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/general-admission-ticket/,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/news/5-thrill-seeking-experiences-in-nyc/,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/pinkmas-premium-bundles/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/fr/news/the-best-black-friday-deals-in-nyc-for-2025/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/nyc-marathon-2025-celebration/,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/events/garden-of-shadows-evening-performances-10-21/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/mlk-weekend-offer-at-edge/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/general-admission-ticket-edge/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/premium-champagne-bundle/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/experience-the-world-cup-2026-in-nyc/,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/visit/passes/,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/justin-bieber-performance-edge-nyc/,0,12,0,0,0,2,0,1,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/events/marquee-skydeck-david-berries-x-pablo-romero/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/news/art-lovers-nyc-itinerary/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/events/garden-of-shadows-family-performances-10-26/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/events/bob-moses-at-marquee-skydeck/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/news/ten-things-to-do-this-spring-in-new-york/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/news/most-romantic-view-in-nyc/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/champagne-admission-ticket/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/news/perfect-shopping-weekend-in-nyc/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/best-fall-outdoor-workouts-in-nyc/,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/pt/news/best-places-for-cocktails-with-a-view-in-nyc/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/news/the-best-things-to-do-on-the-west-side-of-manhattan-this-summer/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/news/best-places-for-cocktails-with-a-view-in-nyc/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/pt/news/5-thrill-seeking-experiences-in-nyc/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/fr/news/nyc-senior-friendly-itinerary/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/lunar-new-year-savings-at-edge/?ref=nycpro.io,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/things-to-do-in-nyc-this-month/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/a-couples-guide-to-date-night-at-hudson-yards/,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/things-to-do-new-york-comic-con/,0,15,0,0,1,1,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/news/anime-nyc-at-hudson-yards/,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/black-friday-savings-edge/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/election-day-offer-at-edge-vessel/,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/tickets/4112/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/lawn-games/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/news/group-travel-nyc/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/news/where-to-eat-at-hudson-yards-a-locals-guide/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/fr/news/best-places-for-cocktails-with-a-view-in-nyc/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/news/top-indoor-activities-for-a-winter-day-in-nyc/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/group-travel-nyc/,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/events/mary-jane-live-at-marquee-skydeck/,0,24,0,0,2,4,0,1,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/de/news/sky-high-yoga/,0,10,0,0,0,4,0,2,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/news/guide-to-visiting-hudson-yards-and-manhattans-west-side-with-kids/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/nyc-must-see-week-2-for-1-edge-nyc-tickets/,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/news/iconic-moments-at-edge-jlo-and-malumas-pa-ti-music-video/,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/the-best-things-to-do-on-the-west-side-of-manhattan-this-summer/,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/pt/events/marquee-skydeck-loud-luxury/?ref=bklyner.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/celebrate-st-patricks-day-at-edge-nyc/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/fr/news/unique-things-to-do-in-nyc/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/de/events/marquee-skydeck-loud-luxury/?ref=centralparktours.net&ref=centralparktours.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/de/lawn-games/,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/an-itinerary-for-content-creators/,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/de/visit/getting-here/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/nyc-fall-guide-hudson-yards/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/pt/news/experience-summer-at-hudson-yards-your-guide-to-backyard-at-hudson-yards/?ref=app,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/visit/passes/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/events/fleet-week-at-edge/,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/thrilling-things-to-do-nyc-hudson-yards/,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/news/7-ways-to-see-the-nyc-skyline-this-summer/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
